8.107561,8.338841,8.461438,8.645788,8.826538,8.807775,8.78551,8.859837,9.05931,9.011043,9.186812,9.544166,9.747471,9.954971,10.103398,10.119566,10.060891,10.023704,10.026972,10.038337,10.00513,9.952524,9.821319,9.780851,9.794836,9.83011,9.837723,9.871575,9.883352,9.853092,9.766808,9.650957,9.583399,9.594233,9.635522,9.677215,9.713677,9.778708,9.833721,9.838709,
9.729253,9.994931,10.135602,10.277654,10.295214,10.201669,10.144666,10.220624,10.325264,10.268166,10.305779,10.442772,10.651804,10.974782,10.99329,10.95508,10.907793,10.908053,10.949769,10.963155,10.81572,10.650635,10.533316,10.524015,10.629906,10.720229,10.774816,10.818537,10.827685,10.727094,10.548268,10.320713,10.149688,10.144227,10.23788,10.301401,10.375624,10.359565,10.413117,10.463217,
11.522467,11.863418,11.913117,11.866485,11.826699,11.710194,11.639948,11.667173,11.549363,11.350332,11.311381,11.471611,11.586765,11.713143,11.693041,11.651247,11.614071,11.556416,11.570987,11.585571,11.543452,11.43216,11.34772,11.385341,11.555204,11.668271,11.686044,11.602451,11.464734,11.287853,11.070642,10.847173,10.743348,10.704117,10.743416,10.820915,10.879973,10.9281645,10.996342,11.042073,
12.891875,13.186632,13.307233,13.344327,13.382736,13.234738,13.114411,13.0466385,12.89695,12.673772,12.569261,12.605506,12.6725235,12.639543,12.567653,12.48104,12.416419,12.329449,12.299091,12.42728,12.467821,12.39426,12.273888,12.359604,12.534876,12.625511,12.604317,12.453818,12.254393,12.047168,11.768917,11.538562,11.374817,11.34191,11.30259,11.335965,11.364474,11.3952055,11.437265,11.453191,
14.279752,14.605345,14.776483,14.8701105,14.848953,14.723941,14.58103,14.462301,14.279146,13.996083,13.779286,13.7094965,13.676953,13.596671,13.574133,13.497428,13.378246,13.255925,13.127048,13.103,13.070513,13.072212,13.125172,13.210017,13.245952,13.282046,13.216913,13.000775,12.799561,12.56282,12.309212,12.14702,11.956816,11.899144,11.887303,11.922414,11.921177,11.938951,11.959437,11.960489,
15.272919,15.405706,15.476275,15.515003,15.489428,15.418812,15.309938,15.142362,14.981774,14.793657,14.577118,14.421917,14.280873,14.1457815,14.045007,14.007354,14.079726,14.065817,13.967913,13.892635,13.740135,13.62605,13.628982,13.628816,13.611653,13.552766,13.422012,13.205179,13.06614,12.894743,12.730637,12.676184,12.546612,12.464333,12.406312,12.362127,12.354729,12.353177,12.371307,12.365152,
16.369198,16.466307,16.520634,16.509441,16.36384,16.078909,15.762531,15.51466,15.369953,15.212041,15.089683,15.025045,14.977428,14.880721,14.763384,14.685781,14.614661,14.587969,14.660908,14.642675,14.4735365,14.392004,14.331887,14.241644,14.196413,13.986857,13.844833,13.647943,13.562339,13.330316,13.15715,13.117423,12.976277,12.856906,12.782448,12.686222,12.622082,12.620787,12.618868,12.577293,
16.862394,16.790894,16.834301,16.82057,16.70886,16.512846,16.223742,16.000715,15.914783,15.718854,15.478751,15.420212,15.5001135,15.542145,15.4724,15.39043,15.326727,15.232052,15.148158,15.039888,14.8757305,14.7295065,14.601327,14.494902,14.401459,14.297707,14.0821905,13.925539,13.865314,13.705252,13.564607,13.499286,13.395426,13.319763,13.2713,13.186298,13.119908,13.011416,12.939485,12.870687,
17.255281,17.111166,17.088057,17.028301,16.935812,16.88244,16.756468,16.548138,16.392517,16.258003,16.064346,15.9237,15.841215,15.809763,15.786774,15.779081,15.782604,15.765677,15.657083,15.498665,15.310761,15.100996,14.935009,14.825454,14.766158,14.71249,14.613761,14.463884,14.349534,14.220241,14.030554,13.919845,13.912993,13.871444,13.849589,13.820929,13.756926,13.655804,13.529481,13.42195,
17.315031,17.232256,17.276268,17.252594,17.155191,17.101309,17.028748,16.932184,16.693317,16.579556,16.499302,16.306711,16.129705,16.060305,15.946471,15.878588,15.818066,15.805814,15.713481,15.577633,15.475915,15.398558,15.317436,15.211163,15.15936,15.061016,14.921024,14.793191,14.77637,14.737235,14.638203,14.539081,14.46562,14.372573,14.352697,14.348297,14.299095,14.213921,14.084256,13.979902,
17.347246,17.332481,17.340382,17.370836,17.317253,17.23858,17.191273,17.101244,16.925049,16.799484,16.695929,16.518583,16.32545,16.298178,16.162619,15.999241,15.834905,15.796674,15.739865,15.669045,15.566274,15.471441,15.405796,15.382493,15.348536,15.22787,15.113524,15.103466,15.126729,15.046822,14.968308,14.902698,14.868398,14.790774,14.744731,14.695697,14.623281,14.520727,14.425189,14.397629,
17.38584,17.411459,17.369026,17.31726,17.28721,17.253248,17.221762,17.130285,17.0559,16.922615,16.770748,16.607603,16.493347,16.484818,16.308512,16.117481,15.977574,15.946555,15.903651,15.872206,15.76129,15.634603,15.569092,15.576079,15.58095,15.5438385,15.515072,15.444752,15.349286,15.301334,15.258149,15.226359,15.201551,15.164491,15.08252,14.997598,14.978257,14.909087,14.86668,14.869882,
17.417154,17.397068,17.37475,17.411112,17.426752,17.401583,17.3183,17.220324,17.156984,17.009663,16.839685,16.686604,16.59913,16.538086,16.42692,16.345118,16.195126,16.160202,16.117165,16.100574,16.045908,15.958306,15.8680315,15.798429,15.794423,15.761077,15.700964,15.584646,15.481292,15.439294,15.356625,15.285079,15.303541,15.290273,15.216656,15.102691,15.08463,15.021048,15.019449,15.125264,
17.436783,17.480106,17.472813,17.479437,17.458384,17.459253,17.457857,17.269869,17.130684,17.030712,16.989912,16.918636,16.800089,16.704391,16.638065,16.613266,16.643204,16.598524,16.53756,16.506422,16.467834,16.393112,16.24266,16.15783,16.06488,15.952198,15.837039,15.737683,15.660589,15.634272,15.599468,15.584187,15.560585,15.496515,15.376291,15.225437,15.206413,15.282706,15.394187,15.620123,
17.622746,17.672804,17.674267,17.581987,17.4319,17.39481,17.405584,17.34594,17.19829,17.109673,17.129507,17.139395,17.083092,16.98493,16.897346,17.047098,17.10141,16.98668,16.962536,16.869383,16.785898,16.711401,16.587702,16.407509,16.211699,16.118582,16.052053,15.960409,15.925709,15.885406,15.854191,15.885464,15.905334,15.851853,15.684466,15.52558,15.399906,15.416906,15.6157875,15.957288,
